name,nationality,rating,position1,position2,position3,age,team
Felix Hörberg,Sweden,53,RM,,,19,Trelleborgs FF
Tom Hamer,England,53,RB,CB,,18,Oldham Athletic
Hayen Palacios,Colombia,53,RW,,,18,Atl. Nacional
Peter Kekeris,Australia,53,LW,,,19,Central Coast
Julio Borquez,Chile,53,GK,,,18,Depor. Iquique
Daniel Andersen,Denmark,53,GK,,,17,Aarhus GF
Xie Weijun,China PR,53,ST,,,20,Tianjin TEDA
Jordan Smylie,Australia,53,ST,,,18,Central Coast
Wen Junjie,China PR,53,CB,,,21,Tianjin Quanjian
Cui Jingming,China PR,53,CM,,,21,Changchun Yatai
Kevin Viveros,Colombia,53,ST,,,18,América de Cali
Niklas Kastenhofer,Germany,53,CB,,,19,Hallescher FC
Alfon,Spain,53,ST,,,19,Albacete BP
Francisco Sasmay,Chile,53,LM,,,20,CD Antofagasta
Marius Bustgaard Larsen,Norway,53,LW,RW,,18,Odds BK
Ali Al Hassan,Saudi Arabia,53,CDM,,,22,Al Fateh
Rob Strachan,England,53,CB,,,17,Millwall
Daniel Valdelamar,Colombia,53,CM,,,21,Ind. Santa Fe
Karl O'Sullivan,Republic of Ireland,53,RM,LM,,18,Limerick FC
Julien Ponceau,France,53,CM,,,17,FC Lorient
Foster Langsdorf,United States,53,ST,,,22,Portland Timbers
Evan Moran,Republic of Ireland,53,GK,,,21,Bray Wanderers
Shunya Yoneda,Japan,53,CAM,,,22,V-Varen Nagasaki
Shumpei Fukahori,Japan,53,ST,,,20,Nagoya Grampus
Joshua Kitolano,Norway,53,CM,,,17,Odds BK
Freyn Figueroa,Venezuela,53,CAM,,,20,Atlético Huila
Jordan Doherty,Republic of Ireland,53,CDM,CB,,17,Sheffield Utd
Brandon Servania,United States,53,CAM,,,19,FC Dallas
Tom Amos,Sweden,53,GK,,,20,IFK Göteborg
Johan Brannefalk,Sweden,53,CM,CDM,RB,20,Trelleborgs FF
Lennart Moser,Germany,53,GK,,,18,Union Berlin
Connor Simpson,England,53,ST,,,18,Preston
Kai Shibato,Japan,53,CDM,CB,,22,Urawa Reds
Masaya Tomizawa,Japan,53,GK,,,25,V-Varen Nagasaki
Dan Smith,England,53,ST,CAM,RW,18,Portsmouth
Leverton Pierre,Haiti,53,ST,,,20,AC Ajaccio
Matt Casey,England,53,CB,,,18,Portsmouth
Yagoub Mustafa,Australia,53,ST,,,19,Perth Glory
Pape Gueye,France,53,CDM,,,19,Havre AC
Yan Hao,China PR,53,ST,,,19,Henan Jianye
Zhao Mingyu,China PR,53,ST,,,21,Changchun Yatai
Xu Tianyuan,China PR,53,LM,,,21,Hebei CFFC
Adam CrookesL,England,53,CDM,CB,,20,Lincoln City
Kosta Sparta,Australia,53,CAM,,,18,AFC Wimbledon
Gao Tianyi,China PR,53,CDM,CM,,20,Jiangsu Suning
Lucas Hedlund,Sweden,53,LW,,,20,BK Häcken
Chen Wei,China PR,53,GK,,,20,Shanghai SIPG
Shi Xiaodong,China PR,53,GK,,,21,Shanghai SIPG
Li Fang,China PR,53,RB,,,25,Chongqing SWM
Wang Min,China PR,53,GK,,,23,Chongqing SWM
Felipe Ferreyra,Brazil,53,ST,,,20,Curicó Unido
Serigne Fallou Niang,Senegal,53,CM,,,23,La Berrichonne
Malachi NapaL,England,53,RM,,,19,Macclesfield
Kyle McClean,Northern Ireland,53,CM,,,19,St. Johnstone
Marius Bildøy,Norway,53,RW,,,18,SK Brann
Özer Özdemir,Turkey,53,RB,,,20,Havre AC
Mads Christiansen,Norway,53,GK,,,17,Lillestrøm SK
Enoch Banza,Congo,53,RW,,,18,HJK Helsinki
Jeong Chung Yeob,Korea Republic,53,LW,,,20,Daegu FC
Elliot Hodge,England,53,LW,,,22,Burton Albion
Mathias Nilsson,Sweden,53,GK,,,19,Malmö FF
Herman Solberg Nilsen,Norway,53,ST,,,19,Sandefjord
Cristian Magerusan,Romania,53,ST,,,18,Bohemian FC
Leon Demaj,Germany,53,RM,ST,,20,SV Meppen
Lachlan Brook,Australia,53,CAM,,,17,Adelaide United
Julien Anziani,France,53,CM,,,19,Gazélec Ajaccio
Damien Dumont,France,53,CB,,,18,Gazélec Ajaccio
Antonios Papadopoulos,Germany,53,CB,RB,CDM,18,VfR Aalen
Tim Mannek,Germany,53,ST,,,21,Paderborn
Juan Esteban Moreno,Colombia,53,GK,,,19,Millonarios
Cameron Coxe,Wales,53,RB,,,19,Cardiff City
Yassin Maouche,France,53,CM,,,21,FC Zürich
Cameron Sangster,England,53,CM,,,18,Plymouth Argyle
Jakob Kiilerich,Denmark,53,CB,,,18,Aarhus GF
Lee Yunoh,Korea Republic,53,GK,,,19,Vegalta Sendai
Alberto Ocejo,Mexico,53,LM,,,20,Santos Laguna
Will Smith,England,53,CB,,,19,Barnsley
Ole Breistøl,Norway,53,CM,,,20,Sandefjord
Łukasz Krakowczyk,Poland,53,ST,,,20,Piast Gliwice
Stefan Mols,Spain,53,CAM,RM,LM,19,Blackburn Rovers
Giles Phillips,England,53,CB,,,21,QPR
Kevin Ackermann,Sweden,53,CM,,,17,BK Häcken
Julian Püschel,Germany,53,RB,LB,,21,SV Meppen
Javier Urzúa,Chile,53,CAM,,,19,CD Huachipato
Sabawon Wahid Shamohammad,Norway,53,CM,,,19,Sandefjord
Anas ZabaniL,Saudi Arabia,53,CDM,CB,RB,21,Al Batin
Eetu Vertainen,Finland,53,CM,,,19,HJK Helsinki
Jaminton Campaz,Colombia,53,LM,,,18,Deportes Tolima
Martin Frese,Denmark,53,LW,LM,,20,FC Nordsjælland
Sebastian Hausner,Denmark,53,CB,,,18,Aarhus GF
Kaina Yoshio,Japan,53,CAM,CM,,20,Yokohama F･M
Jake McGuire,United States,53,GK,,,23,Philadelphia
Masaya Matsumoto,Japan,53,CM,CDM,,23,Júbilo Iwata
Ryuki Miura,Japan,53,GK,,,26,Júbilo Iwata
Jonas Dakir,Denmark,53,GK,,,21,Randers FC
Oliver Christensen,Denmark,53,GK,,,19,Odense BK
Marwan Bazi,Sweden,53,CM,ST,,20,IFK Norrköping
Reagan Ogle,Australia,53,RB,LB,,19,Accrington
Carlos Sepúlveda,Colombia,53,CDM,,,21,Jaguares
Emanuel Alarcón,Argentina,53,GK,,,25,Patronato
Daniel Jefferies,Wales,53,CB,,,19,Dundee FC
Khuwailed Al Mozaibri,Saudi Arabia,53,GK,,,21,Al Batin
Andrés Córdoba,Colombia,53,RM,,,20,Atl. Nacional
Morgan Mauquit,France,53,CAM,,,23,Amiens SC
Chinglensana Singh,India,53,CB,,,21,Free Agents
Marco Ramkilde,Denmark,53,ST,,,20,Aalborg BK
Kevin Martin Krygård,Norway,53,ST,,,18,FK Haugesund
Kenneth Yao,England,53,CB,,,19,Charlton Ath
Ryan Tierney,Scotland,53,ST,,,20,Hamilton
Sheriff Sinyan,Norway,53,CM,CB,,22,Lillestrøm SK
Jesús Angulo,Mexico,53,LM,,,21,Tijuana
Callum MaycockL,England,53,CM,CDM,,20,Macclesfield
Amaro Bahtijar,Sweden,53,CM,,,19,GIF Sundsvall
Miro Muheim,Switzerland,53,LM,LB,,20,FC St. Gallen
Rikiya Uehara,Japan,53,CM,CDM,,21,Júbilo Iwata
Mizuki Hayashi,Japan,53,GK,,,21,Gamba Osaka
Dren Feka,Kosovo,53,CDM,LB,,21,FC Luzern
Mateusz Lis,Poland,53,GK,,,21,Wisła Kraków
Aubin Long,France,53,GK,,,21,FCSM
Valon Fazliu,Switzerland,53,CM,CDM,,22,FC Lugano
Frankie Musonda,England,53,CB,,,20,Luton Town
Brayan Manosalva,Chile,53,GK,,,21,CD Huachipato
Greg Hurst,Scotland,53,ST,,,21,St. Johnstone
Hakeem Odoffin,England,53,RB,,,20,Northampton
Nikola Tzanev,New Zealand,53,GK,,,21,AFC Wimbledon
Michael Kempter,Switzerland,53,LB,LM,,23,FC Zürich
Ash Kigbu,England,53,CB,,,19,Wolfsberger AC
Connor Ellis,Republic of Ireland,53,ST,,,21,Limerick FC
Will Longbottom,England,53,ST,,,19,Doncaster
Jack Walton,England,53,GK,,,20,Barnsley
Hamdan Al Ruwaili,Saudi Arabia,53,RB,,,23,Al Taawoun
Sun Weizhe,China PR,53,CDM,,,21,Beijing Renhe
Liu Yu,China PR,53,GK,,,23,Changchun Yatai
Herman Børreson Fossdal,Norway,53,GK,,,19,FK Haugesund
Mikhail Kennedy,Northern Ireland,53,RM,ST,,22,Charlton Ath
Aaron Splaine,Scotland,53,CM,CDM,,21,Derry City
Dylan Mottley-HenryL,England,53,RM,,,21,Tranmere Rovers
Rhys Gorman,Republic of Ireland,53,CB,CDM,,24,Bray Wanderers
Sebastián Arango,Colombia,53,GK,,,22,Boyacá Chicó
Wen Zhixiang,China PR,53,GK,,,25,Henan Jianye
Xu Jiamin,China PR,53,GK,,,24,Beijing Renhe
Morten Sætra,Norway,53,GK,,,21,Strømsgodset IF
Jonathan Villa,Colombia,53,CM,,,27,Boyacá Chicó
Jesse Curran,Australia,53,CDM,,,22,Dundee FC
Renārs Rode,Latvia,53,CB,,,29,Waterford FC
Matthew Urwin,England,53,GK,,,24,Fleetwood Town
Louis John,England,53,CB,,,24,Cambridge Utd
Ross Stewart,Scotland,53,GK,,,23,Livingston
Luke Coddington,England,53,GK,,,23,Northampton
Hugh Douglas,Republic of Ireland,53,RB,CB,,25,Bray Wanderers
Jamie McCombe,England,53,CB,,,35,Lincoln City
Ren Fujimura,Japan,52,CF,,,19,H.Consa.Sapporo
David Parkhouse,Northern Ireland,52,ST,,,18,Sheffield Utd
Ahmet Said Kıvanç,Turkey,52,GK,,,20,Başakşehir
Callum Moore,Scotland,52,CM,,,18,Dundee FC
Gianluca Tolino,Switzerland,52,GK,,,18,FC St. Gallen
Andy Scott,Northern Ireland,52,ST,,,18,Accrington
Tatsuki Noda,Japan,52,CM,,,20,Vissel Kobe
Emil Konradsen Ceide,Norway,52,RW,,,16,Rosenborg BK
Adrian Czaplak,Poland,52,GK,,,21,Z. Sosnowiec
Piotr Świątko,Poland,52,CB,,,19,Wisła Kraków
Sylvin Kayembe,Sweden,52,LM,RM,,17,IK Sirius
Abdulaziz Al Moghir,Saudi Arabia,52,CB,,,21,Al Taawoun
Nino Ziswiler,Switzerland,52,GK,,,18,FC Thun
Sakarias Opsahl,Norway,52,CM,,,19,Vålerenga Fotball
Isak Jönsson,Sweden,52,CB,,,19,Trelleborgs FF
Daniel Bedoya,Colombia,52,CAM,,,24,New York City FC
Murat Can Yıldız,Turkey,52,GK,,,20,Kasimpaşa
Mikkel Kaufmann,Denmark,52,ST,,,17,Aalborg BK
Manuel Salaba,Austria,52,GK,,,18,SV Mattersburg
Giorgi Tsitaishvili,Ukraine,52,RM,,,17,Dynamo Kyiv
Mateusz Hołownia,Poland,52,LB,LM,,20,Legia Warszawa
Laurenz Beckemeyer,Germany,52,GK,,,18,VfL Osnabrück
Petar Durin,Croatia,52,GK,,,17,Portsmouth
Remaye Campbell,England,52,ST,,,17,Notts County
Ricardo Gutiérrez,Mexico,52,GK,,,22,Monarcas Morelia
Henrik Bellman,Sweden,52,LM,,,19,Östersunds FK
Marcel Zapytowski,Poland,52,GK,,,17,Wisła Płock
Tobias Koch,Austria,52,CDM,,,17,SK Sturm Graz
Juan Daniel Silgado,Colombia,52,ST,,,19,Jaguares
Sebastian Avanzini,Italy,52,LB,RB,RM,23,AC Horsens
Johan Olstad,Norway,52,ST,,,16,Sarpsborg 08 FF
Oliver Kåhed,Sweden,52,RWB,,,19,Örebro SK
Jack Brady,Republic of Ireland,52,GK,,,21,Limerick FC
Leonardo BenedettiL,Italy,52,CM,,,18,Sampdoria
Gavin Whyte,Northern Ireland,52,RW,RM,,22,Oxford United
Marcel Köstenbauer,Austria,52,GK,,,16,Admira Wacker
Dilan Qela,Switzerland,52,CM,,,20,Neuchâtel Xamax
Bror Ness Grøtterud,Norway,52,GK,,,19,FK Bodø/Glimt
Cameron Blues,Scotland,52,CM,,,20,Livingston
Adrian Knüver,Germany,52,CM,,,19,Preußen Münster
Jonas Brendieck,Germany,52,GK,,,19,Duisburg
Thomas Romboli,Italy,52,GK,,,19,Livorno
Sol Pryce,England,52,ST,,,18,Swindon Town
Ben Stephens,England,52,ST,CAM,,21,Macclesfield
Mark O'Connor,Republic of Ireland,52,GK,,,22,Bray Wanderers
Joe Gauci,Australia,52,GK,,,18,Central Coast
Max Brown,England,52,ST,,,19,Carlisle United
Tate Russell,Australia,52,RB,,,18,WS Wanderers
Bartłomiej Żynel,Poland,52,GK,,,20,Wisła Płock
Paweł Sokół,Poland,52,GK,,,18,Korona Kielce
Max Sheaf,England,52,RM,,,18,Hull City
Reece Hutchinson,England,52,LB,,,18,Burton Albion
Adam Hellborg,Sweden,52,CM,,,20,Kalmar FF
Billy Chadwick,England,52,CM,,,18,Hull City
Sean Bohan,Republic of Ireland,52,GK,,,17,Bohemian FC
Alistair McCann,Scotland,52,CM,,,18,St. Johnstone
Neyder Angulo,Colombia,52,GK,,,20,Deportivo Pasto
Nicholas Marthinussen,Norway,52,CB,,,18,SK Brann
Yeferson Contreras,Colombia,52,ST,,,19,América de Cali
Oliver Klitten,Denmark,52,ST,,,18,Aalborg BK
Michael Nelson,United States,52,GK,,,23,Houston Dynamo
Bartosz Slisz,Poland,52,CM,,,19,Zagłębie Lubin
Sean Melvin,Canada,52,GK,,,24,Whitecaps FC
Takumi Nagaishi,Japan,52,GK,,,22,Cerezo Osaka
Peshraw Azizi,Sweden,52,CB,,,30,Dalkurd FF
Alexander Ekblad,Sweden,52,CB,,,31,Dalkurd FF
Adrian Benedyczak,Poland,52,ST,,,17,Pogoń Szczecin
Liang Jinhu,China PR,52,CB,,,21,Jiangsu Suning
Nan Xiaoheng,China PR,52,ST,,,22,Jiangsu Suning
Mao Haoyu,China PR,52,ST,,,21,Tianjin TEDA
Julian Guttau,Germany,52,CM,,,18,Hallescher FC
Santiago Noreña,Colombia,52,CB,,,19,Envigado
Declan O'Hare,England,52,CAM,CM,,18,Lincoln City
Liu Boyang,China PR,52,RB,,,21,Beijing Renhe
Ibrahima Koné,Mali,52,ST,,,19,FK Haugesund
Yang Fan,China PR,52,RB,,,22,Tianjin TEDA
Zhang Lingfeng,China PR,52,RM,CM,,21,Jiangsu Suning
Zheng Zhiming,China PR,52,CB,,,19,Guangzhou R&F
Anthony Lesiotis,Australia,52,CDM,,,18,Melbourne City
Xue Yanan,China PR,52,RB,,,28,Changchun Yatai
Morten Frendrup,Denmark,52,CM,,,17,Brøndby IF
Odin Luras Björtuft,Norway,52,CB,,,19,Odds BK
Ryo Niizato,Japan,52,CM,,,22,V-Varen Nagasaki
Vjačeslavs Kudrjavcevs,Latvia,52,GK,,,20,Legia Warszawa
Kennet Lara,Chile,52,LB,CB,,19,Curicó Unido
Jack Lambert,England,52,RM,,,19,Dundee FC
Yao Junsheng,China PR,52,CM,,,22,Shandong Luneng
Anwar Memet Ali,China PR,52,ST,,,21,Guizhou Hengfeng
Álex García,Spain,52,CB,,,19,Hamilton
Haruki Saruta,Japan,52,GK,,,19,Kashiwa Reysol
Runar Hauge,Norway,52,CM,,,16,FK Bodø/Glimt
Kevin Kouassivi-Benissan,Finland,52,RB,,,19,HJK Helsinki
Bartłomiej Gradecki,Poland,52,GK,,,18,Wisła Płock
Benjamín Figueroa,Chile,52,ST,,,21,Curicó Unido
Joaquin Blazquez,Argentina,52,GK,,,18,Talleres
Gastón Zuñiga,Chile,52,RB,,,18,CD O'Higgins
Casper Hauervig,Denmark,52,GK,,,19,Brøndby IF
Dong Honglin,China PR,52,ST,,,22,Dalian Yifang
Albert Makiadi,France,52,CAM,LW,,21,AC Ajaccio
Kota Sanada,Japan,52,GK,,,19,Shonan Bellmare
Lewis Ison,England,52,CB,,,20,Bristol Rovers
Joseph Romanski,England,52,LB,,,18,Swindon Town
George Hornshaw,England,52,CM,RB,,18,Scunthorpe Utd
Yang Wanshun,China PR,52,CDM,,,22,Tianjin TEDA
Colm Walsh-O'Loghlen,Republic of Ireland,52,LM,ST,,19,Limerick FC
Chriss Gutiérrez,Chile,52,ST,,,18,CD Antofagasta
Lei Wenjie,China PR,52,ST,LW,CDM,21,Shanghai SIPG
Andreas Öhman,Sweden,52,RWB,RM,,20,IFK Göteborg
Su Yuanjie,China PR,52,ST,RM,,23,Tianjin Quanjian
Yu Hao,China PR,52,CB,,,20,Shanghai SIPG
Jin Qi,China PR,52,CB,,,21,Henan Jianye
Apostolos Stamatelopoulos,Australia,52,ST,,,19,Adelaide United
Jaime Giraldo,Colombia,52,CB,LB,,20,Indep. Medellín
Brian Chevreuil,Haiti,52,CAM,,,21,La Berrichonne
Matías Ormazábal,Chile,52,RW,ST,,19,Curicó Unido
Tomás Durso,Argentina,52,GK,,,19,Gimnasia
Alexis André Jr,France,52,GK,,,21,Bristol Rovers
Scott Martin,Scotland,52,CM,,,21,Hibernian
Rhys Norrington-Davies,Wales,52,LWB,LB,,19,Sheffield Utd
Hongliang Tao,China PR,52,CAM,,,21,Stabæk Fotball
George Lloyd,England,52,ST,RM,,18,Cheltenham Town
Ning Weichen,China PR,52,ST,,,21,Beijing Guoan
Sebastian Friman,Sweden,52,CAM,CM,ST,19,GIF Sundsvall
Jack Sparkes,England,52,LM,,,17,Exeter City
Archie Collins,England,52,CAM,,,18,Exeter City
Gabriel Meli,Italy,52,GK,,,19,Empoli
Moataz Al Baqawi,Saudi Arabia,52,GK,,,20,Al Taawoun
Błażej Skórski,Poland,52,CM,,,18,Miedź Legnica
Feng Boxuan,China PR,52,RM,,,21,Guangzhou
Gustav Nyberg,Sweden,52,GK,,,20,IK Sirius
Zehn Mohammed,England,52,CB,,,18,Accrington
Daniel Łuczak,Poland,52,LM,,,22,Śląsk Wrocław
Ahkeem Rose,Jamaica,52,ST,,,19,Grimsby Town
Alexander Weidinger,Germany,52,GK,,,21,Regensburg
Izer Aliu,Switzerland,52,CM,CDM,,18,FC Zürich
Marc Tokich,Australia,52,CAM,,,19,WS Wanderers
Lewis Baines,England,52,CB,,,19,Fleetwood Town
Adrian Kappenberger,Denmark,52,GK,,,21,Hobro IK
Filip Blažek,Slovakia,52,CDM,CM,,20,Brøndby IF
Eoin Toal,Northern Ireland,52,CB,,,19,Derry City
Tim Möller,Germany,52,LM,CDM,,19,VfL Osnabrück
James Delianov,Australia,52,GK,,,18,Melbourne City
Hossam Abdulmajeed,Saudi Arabia,52,GK,,,21,Ohod Club
Kyle Bradley,Scotland,52,CB,,,19,Rangers
Jonathan Riquelme,Chile,52,LB,,,18,CD Huachipato
Jørgen Strand Larsen,Norway,52,ST,,,18,Sarpsborg 08 FF
Valtteri Vesiaho,Finland,52,CB,,,19,HJK Helsinki
Cathal Farren,Northern Ireland,52,ST,,,20,Derry City
Ayaki Suzuki,Japan,52,GK,,,31,Yokohama F･M
Jack Keaney,Republic of Ireland,52,CM,CDM,CB,19,Sligo Rovers
Shunta Awaka,Japan,52,GK,,,23,H.Consa.Sapporo
Mizhat Sarı,Turkey,52,GK,,,19,Çaykur Rizespor
Gaku Harada,Japan,52,GK,,,20,Yokohama F･M
Ashley Maynard-Brewer,Australia,52,GK,,,19,Charlton Ath
Lewis Freestone,England,52,LB,,,18,Peterborough
Kasper Lunding,Denmark,52,RM,,,19,Aarhus GF
Joe Iaciofano,England,52,ST,,,19,Northampton
Hassan Sharahili,Saudi Arabia,52,ST,,,28,Al Batin
Aaron Comrie,Scotland,52,RB,,,21,St. Johnstone
Nimo Gribenco,Denmark,52,LM,,,21,Aarhus GF
Long Wei,China PR,52,CB,,,23,Henan Jianye
Mohammed Al Saeed,Saudi Arabia,52,LM,,,21,Al Fateh
Bardhec Bytyqi,Albania,52,LB,,,21,Aalborg BK
Cristian Cañizales,Colombia,52,CAM,,,19,Boyacá Chicó
Yao Dieudonne,Ivory Coast,52,ST,LM,,21,Odense BK
Ross Cunningham,Scotland,52,CM,,,20,Hamilton
Emil Damgaard,Denmark,52,RWB,LB,,20,FC Nordsjælland
Darragh Noone,Republic of Ireland,52,CM,CAM,,21,Bray Wanderers
Yu Bin,China PR,52,RB,,,22,Beijing Renhe
Li Chen,China PR,52,GK,,,21,Beijing Renhe
Liu Shibo,China PR,52,GK,,,21,Guangzhou
Chen Zhechao,China PR,52,CM,CDM,,23,Shandong Luneng
Kazune Kubota,Japan,52,CDM,,,21,Kashima Antlers
Naoki Hatta,Japan,52,GK,,,32,Júbilo Iwata
Naoya Senoo,Japan,52,CAM,RM,LM,22,Gamba Osaka
Sean Boyd,Republic of Ireland,52,ST,,,20,Shamrock Rovers
George Newell,England,52,ST,,,21,Motherwell
Oscar Jonsson,Sweden,52,GK,,,21,Djurgårdens IF
Killian Brouder,Republic of Ireland,52,CB,,,20,Limerick FC
Myles Boney,England,52,GK,,,20,Blackpool
Jack Stevens,England,52,GK,,,21,Oxford United
Evan Gumbs,England,52,CB,,,21,Tranmere Rovers
Andrés Vergara,Chile,52,ST,,,23,Unión La Calera
Albert Torras,Spain,52,CAM,CM,,22,R. Zaragoza
Sean Heaney,Republic of Ireland,52,CB,LB,,22,Bray Wanderers
Noe Baba,Republic of Ireland,52,CB,RB,,22,Waterford FC
Jakub Miszczuk,Poland,52,GK,,,28,Jagiellonia
Jannik Skov Hansen,Denmark,52,RM,LM,CM,25,Randers FC
Darren Murphy,Republic of Ireland,52,CM,,,23,Limerick FC
Luke Simpson,England,52,GK,,,23,Macclesfield
Niall Corbet,Republic of Ireland,52,GK,,,23,Waterford FC
Ross Millen,Scotland,52,RB,,,23,Kilmarnock
Zhou Ting,China PR,52,CM,,,39,Dalian Yifang
Steve Phillips,England,52,GK,,,40,Yeovil Town
Javi,Spain,51,GK,,,19,R. Valladolid CF
Morgan James,England,51,CM,,,18,Doncaster
Jhojan Valbuena,Colombia,51,CAM,,,21,Indep. Medellín
Cammy Clark,Scotland,51,CB,,,17,Livingston
Gianluca Iannucci,Australia,51,RM,LM,CAM,17,Melbourne City
Jakub Pawlik,Poland,51,LB,,,18,Z. Sosnowiec
Riccardo Grym,Poland,51,CM,CDM,,19,Wisła Kraków
Jan Szpaderski,Poland,51,GK,,,19,Miedź Legnica
Lee Dong Hee,Korea Republic,51,CM,,,22,Jeju United
Mathies Skjellerup,Denmark,51,ST,LM,RM,22,Hobro IK
Gustav Severinsen,Norway,51,CDM,CB,,18,Tromsø IL
Yilson Rosales,Colombia,51,RB,,,17,Rionegro Águilas
Marcin Grabowski,Poland,51,LB,LM,,18,Wisła Kraków
Dominik Schwizer,Switzerland,51,CAM,LM,LB,22,FC Thun
Lukas Schöfl,Austria,51,CM,CB,,17,Wolfsberger AC
Alhassan Yusuf,Nigeria,51,CM,,,18,IFK Göteborg
Cameron Royo,Germany,51,LB,,,17,Darmstadt
Jonas Auer,Austria,51,LM,,,18,Slavia Praha
Jakub Osobiński,Poland,51,GK,,,18,Korona Kielce
Osaze Urhoghide,England,51,CB,RB,CM,18,AFC Wimbledon
Augustus Kargbo,Sierra Leone,51,CF,,,18,Crotone
Lucas From,Denmark,51,LM,,,19,Vejle Boldklub
Will Dean,England,51,CM,,,17,Exeter City
Jordan Dyer,England,51,CB,CDM,,18,Exeter City
Emil Harloff,Norway,51,GK,,,19,SK Brann
Jordan Pettigrew,Scotland,51,GK,,,18,Livingston
Lars Hunn,Switzerland,51,GK,,,19,Grasshopper Club
Vladislav Zhikov,Bulgaria,51,CM,,,19,Livorno
Olivér Schindler,Hungary,51,CDM,CAM,,18,Paderborn
Brian Galach,Poland,51,ST,,,17,Crawley Town
Sven Goldschmidt,Germany,51,ST,,,18,SV Meppen
Jonas Meiser,Germany,51,ST,CAM,,19,S. Großaspach
Adrian Skindlo,Norway,51,ST,RW,,19,FK Bodø/Glimt
Casper Øyvann,Norway,51,CB,,,18,FK Bodø/Glimt
Brandon Taverner,England,51,ST,,,19,Oxford United
Hermann Ræstad,Norway,51,GK,,,18,Molde FK
Tim Schneider,Germany,51,GK,,,20,KFC Uerdingen
Mads Boe Mikkelsen,Denmark,51,RM,ST,CM,18,Vendsyssel FF
Zhen'ao Wang,China PR,51,LW,LM,,19,Vejle Boldklub
Liam Kerrigan,Republic of Ireland,51,CAM,RM,,18,Sligo Rovers
William Møller,Denmark,51,ST,,,20,Esbjerg fB
Benjamin Nygren,Sweden,51,ST,,,17,IFK Göteborg
Joaquín García,Chile,51,GK,,,19,Audax Italiano
Michael Nottingham,St Kitts Nevis,51,RB,CB,,29,Blackpool
Julian Conze,Germany,51,LM,LW,,18,Preußen Münster
Brayan Zamora,Colombia,51,CM,,,20,Ind. Santa Fe
John Quiñones Saya,Colombia,51,RM,,,18,América de Cali
Carlos Romaña,Colombia,51,CB,,,18,Boyacá Chicó
Jonathan Harboe,Denmark,51,CM,,,18,Odense BK
Kota Yamada,Japan,51,RB,RM,,18,Yokohama F･M
Kim Jong Jin,Korea Republic,51,CM,,,19,Gyeongnam FC
Anders Bærtelsen,Denmark,51,CB,,,18,Aalborg BK
Carlos Pavéz,Chile,51,CM,,,19,Curicó Unido
Adam Bark,Sweden,51,ST,,,17,Örebro SK
Joe Hancott,England,51,LB,,,17,Portsmouth
Kevin Agudelo,Colombia,51,CM,,,19,Atlético Huila
Kasper Høgh,Denmark,51,ST,,,17,Randers FC
Abdugheni Abduhamit,China PR,51,RM,,,20,Jiangsu Suning
Ali Shirmemet,China PR,51,CAM,,,21,Henan Jianye
Ding Bowei,China PR,51,GK,,,21,Tianjin TEDA
Zhang Hengyuan,China PR,51,CDM,,,21,Changchun Yatai
Sebastián Guzmán,Colombia,51,CDM,,,21,Once Caldas
Sergio Bareiro,Paraguay,51,ST,,,19,CD Huachipato
Bryan Reynolds,United States,51,ST,CAM,,17,FC Dallas
Cai Haojian,China PR,51,CM,,,22,Guangzhou R&F
Hugo Andersson,Sweden,51,ST,RM,,19,Trelleborgs FF
Simon Graves,Denmark,51,CB,,,19,Randers FC
Moudi Najjar,Australia,51,ST,,,18,Melbourne City
Zhu Zhengyu,China PR,51,RM,,,23,Guizhou Hengfeng
Pacifique Niyongabire,Burundi,51,CAM,,,18,Adelaide United
Jeff Caldwell,United States,51,GK,,,22,New York City FC
Angus Thurgate,Australia,51,CM,,,18,Newcastle Jets
Samu Laitinen,Finland,51,RB,,,19,HJK Helsinki
Darragh Gibbons,Republic of Ireland,51,CB,RB,,20,Bray Wanderers
Tass Mourdoukoutas,Australia,51,CB,,,19,WS Wanderers
Kostandinos Grozos,Australia,51,CAM,,,18,WS Wanderers
Isaac Richards,Australia,51,GK,,,19,Adelaide United
Jamie Mascoll,England,51,LB,RB,LM,21,Charlton Ath
Matty Wolfe,England,51,CM,,,18,Barnsley
Paddy Kirk,Republic of Ireland,51,LB,,,20,Bohemian FC
Søren Gustav Bugge Jepsen,Denmark,51,CM,,,18,Aarhus GF
Andrew Lyons,Republic of Ireland,51,RB,,,18,Bohemian FC
Zhang YuanL,China PR,51,CM,,,21,Guizhou Hengfeng
Chen Weiming,China PR,51,CB,,,21,Guangzhou R&F
Kristin Konstandopoulos,Australia,51,CAM,,,19,Adelaide United
Lipe Veloso,Brazil,51,RM,CAM,,21,F.C. Tokyo
Leandro Finochietto,Argentina,51,GK,,,21,Argentinos Jrs.
Aaron Jarvis,England,51,ST,,,20,Luton Town
Jordan Gibson,England,51,LW,,,20,Bradford City
Fraser Murray,Scotland,51,LM,,,19,Hibernian
Connor Metcalfe,Australia,51,CM,,,18,Melbourne City
Ben Williams,Wales,51,LB,LW,,19,Barnsley
Kylian Ramè,France,51,CDM,,,21,Foggia
Deng Yubiao,China PR,51,CM,,,21,Guangzhou
Min Gyeong Min,Korea Republic,51,CM,,,22,Daegu FC
Liam Brown,Scotland,51,CM,,,19,Motherwell
Cao Sheng,China PR,51,RW,,,23,Shandong Luneng
